Site,Square,Spit,Group,Artno,Material,Colour,Weight,Length,Artclas,Cortex,Cortype,Initiat,Breaks,Noseg,Platwid,Plat,Focal,Overhang,NoDS,NoPS,Rtch,Plat_2,Focal_2,Overhang_2,NoDS_2,NoPS_2,Rtch_2,RetOri,Retype,Retloc,Retlen,Retdep,Portion,Heat,EdgeDam,Weathering,Corerot,RetScNo,Term,Janus,Recycled,Redirect,Usewear?,Width,Thick,Platthic,area,elongation,,,,Site,Square,Spit,Group,Artno,Material,Colour,Weight,Length,Artclas,Cortex,Cortype,Initiat,Breaks,Noseg,Platwid,Plat,Focal,Overhang,NoDS,NoPS,Rtch,Plat_2,Focal_2,Overhang_2,NoDS_2,NoPS_2,Rtch_2,RetOri,Retype,Retloc,Retlen,Retdep,Portion,Heat,EdgeDam,Weathering,Corerot,RetScNo,Term,Janus,Recycled,Redirect,Usewear?
J,B,1,1,61,Chert,Grey,0.08,8.1,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,2.74,,31.833,2.061068702,,,,J,B,1,1,61,Chert,Grey,0.08,8.1,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,62,Chert,Grey,0.01,4.31,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,1.52,,12.2404,1.517605634,,,,J,B,1,1,62,Chert,Grey,0.01,4.31,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,63,Chert,Dk Grey,0.14,9.31,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,3.1,,40.6847,2.130434783,,,,J,B,1,1,63,Chert,Dk Grey,0.14,9.31,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,64,Chert,Grey,0.01,6.25,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,1.5,,16.6875,2.34082397,,,,J,B,1,1,64,Chert,Grey,0.01,6.25,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,65,Chert,Red,0.01,3.23,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,1.44,,8.6564,1.205223881,,,,J,B,1,1,65,Chert,Red,0.01,3.23,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,66,Chert,Grey,0.03,3.82,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,2.33,,9.3208,1.56557377,,,,J,B,1,1,66,Chert,Grey,0.03,3.82,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,67,Chert,Brown,0.03,3.63,Flake,15,Angul,Hertz,,,3.35,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,,5.86,2.26,1.46,21.2718,0.619453925,,,,J,B,1,1,67,Chert,Brown,0.03,3.63,Flake,15,Angul,Hertz,,,3.35,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,
J,B,1,1,68,Chert,Red,0.04,3.71,Flake,0,,Bending,,,5.06,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,4.85,1.57,1.44,17.9935,0.764948454,,,,J,B,1,1,68,Chert,Red,0.04,3.71,Flake,0,,Bending,,,5.06,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,
J,B,1,1,69,Chert,Brown,0.02,5.55,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,1.71,,12.8205,2.402597403,,,,J,B,1,1,69,Chert,Brown,0.02,5.55,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,70,Volcanic,Dk Brown,0.31,7.43,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01,3.31,,52.0843,1.059914408,,,,J,B,1,1,70,Volcanic,Dk Brown,0.31,7.43,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,71,Volcanic,Dk Brown,0.26,6.4,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07,4.46,,38.848,1.054365733,,,,J,B,1,1,71,Volcanic,Dk Brown,0.26,6.4,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,72,Volcanic,Dk Brown,0.06,7.3,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,2.16,,24.893,2.140762463,,,,J,B,1,1,72,Volcanic,Dk Brown,0.06,7.3,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,73,Volcanic,Dk Brown,0.16,7.84,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02,2.85,,31.5168,1.950248756,,,,J,B,1,1,73,Volcanic,Dk Brown,0.16,7.84,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,74,Chert,Brown,0.13,8.84,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,2.7,,44.2884,1.764471058,,,,J,B,1,1,74,Chert,Brown,0.13,8.84,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,75,Chert,Grey,0.29,9.57,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.26,3.15,,59.9082,1.528753994,,,,J,B,1,1,75,Chert,Grey,0.29,9.57,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,76,Chert,Brown,0.14,5.01,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97,3.57,,19.8897,1.261964736,,,,J,B,1,1,76,Chert,Brown,0.14,5.01,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,77,Chert,Pink,0.02,8.38,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,0.93,,24.4696,2.869863014,,,,J,B,1,1,77,Chert,Pink,0.02,8.38,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,78,Volcanic,Lt Brown,0.02,6.47,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,2.22,,16.1103,2.598393574,,,,J,B,1,1,78,Volcanic,Lt Brown,0.02,6.47,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,79,Chert,Grey,0.03,5.9,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.03,2.16,,29.677,1.172962227,,,,J,B,1,1,79,Chert,Grey,0.03,5.9,Hshat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,1,1,80,Chert,Dk Brown,0.18,2.67,Flake-b,0,,Hertz,Trans,,9.62,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,,,,,,,Prox,1,,,,,,,,,,9.51,3.6,3.36,25.3917,0.280757098,,,,J,B,1,1,80,Chert,Dk Brown,0.18,2.67,Flake-b,0,,Hertz,Trans,,9.62,2-scars,,Yes,4,2,,2-scars,,Yes,4,2,,,,,,,Prox,1,,,,,,,,,
J,B,2,1,81,Chert,Brown,3.42,10.22,Flake,0,,Hertz,,,29.31,Single,,No,3,1,,Single,,No,3,1,,,,,,,,1,,,,,Feather,,,,,30.3,8.07,8.83,309.666,0.337293729,,,,J,B,2,1,81,Chert,Brown,3.42,10.22,Flake,0,,Hertz,,,29.31,Single,,No,3,1,,Single,,No,3,1,,,,,,,,1,,,,,Feather,,,,
J,B,2,1,82,Chert,Brown,0.92,11.56,Flake,0,,Hertz,,,7.98,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,1,1,,,,Feather,,,,,19.18,3.23,4.26,221.7208,0.602711157,,,,J,B,2,1,82,Chert,Brown,0.92,11.56,Flake,0,,Hertz,,,7.98,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,1,1,,,,Feather,,,,
J,B,2,1,83,Chert,Brown,0.71,15.26,Flake,15,Angul,Hertz,,,8.84,Cort,,No,5,0,,Cort,,No,5,0,,,,,,,,,,,,,Feather,,,,,13.15,2.87,3.27,200.669,1.160456274,,,,J,B,2,1,83,Chert,Brown,0.71,15.26,Flake,15,Angul,Hertz,,,8.84,Cort,,No,5,0,,Cort,,No,5,0,,,,,,,,,,,,,Feather,,,,
J,B,2,1,84,Chert,Grey,0.05,7.66,Flake-b,0,,,Trans,,,,,,1,,,,,,1,,,,,,,,Dist,,1,,,,Feather,,,,,7.13,0.39,,54.6158,1.074333801,,,,J,B,2,1,84,Chert,Grey,0.05,7.66,Flake-b,0,,,Trans,,,,,,1,,,,,,1,,,,,,,,Dist,,1,,,,Feather,,,,
J,B,2,1,85,Chert,Red,0.26,7.1,Flake,0,,Hertz,,,10.98,2-scars,,Yes,3,2,,2-scars,,Yes,3,2,,,,,,,,,,,,,Feather,,,,,10.96,2.23,2.76,77.816,0.647810219,,,,J,B,2,1,85,Chert,Red,0.26,7.1,Flake,0,,Hertz,,,10.98,2-scars,,Yes,3,2,,2-scars,,Yes,3,2,,,,,,,,,,,,,Feather,,,,
J,B,2,1,86,Chert,Grey,1.35,17.89,Flake-b,0,,Hertz,Lmarg,,,Focal,,Yes,8,,,Focal,,Yes,8,,,,,,,,,,,,,,Feather,,,,,14.02,3.94,,250.8178,1.276034237,,,,J,B,2,1,86,Chert,Grey,1.35,17.89,Flake-b,0,,Hertz,Lmarg,,,Focal,,Yes,8,,,Focal,,Yes,8,,,,,,,,,,,,,,Feather,,,,
J,B,2,1,87,Chert,Lt Brown,0.16,6.08,Flake,0,,Hertz,,,7.15,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,1,,,,Feather,,,,,13.26,1.87,1.93,80.6208,0.45852187,,,,J,B,2,1,87,Chert,Lt Brown,0.16,6.08,Flake,0,,Hertz,,,7.15,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,1,,,,Feather,,,,
J,B,2,1,88,Volcanic,Grey,0.38,13.28,Flake,40,Angul,Hertz,,,6.1,Single,,No,1,1,,Single,,No,1,1,,,,,,,,,,,,,Feather,,,,,9.09,2.51,1.9,120.7152,1.460946095,,,,J,B,2,1,88,Volcanic,Grey,0.38,13.28,Flake,40,Angul,Hertz,,,6.1,Single,,No,1,1,,Single,,No,1,1,,,,,,,,,,,,,Feather,,,,
J,B,2,1,89,Chert,Grey,0.16,8.98,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Feather,,,,,10.14,1.64,,91.0572,0.885601578,,,,J,B,2,1,89,Chert,Grey,0.16,8.98,Flake,0,,Hertz,,,,Focal,,Yes,2,,,Focal,,Yes,2,,,,,,,,,,,,,,Feather,,,,
J,B,2,1,90,Chert,Pink,0.1,8.26,Flake,0,,Hertz,,,3.93,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,6.58,1.72,1.65,54.3508,1.255319149,,,,J,B,2,1,90,Chert,Pink,0.1,8.26,Flake,0,,Hertz,,,3.93,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,
J,B,2,1,91,Chert,Brown,0.17,5.73,Flake,0,,Hertz,,,5.45,2-scars,,No,3,2,,2-scars,,No,3,2,,,,,,,,,,,,,Feather,,,,,11.09,2.09,3.05,63.5457,0.516681695,,,,J,B,2,1,91,Chert,Brown,0.17,5.73,Flake,0,,Hertz,,,5.45,2-scars,,No,3,2,,2-scars,,No,3,2,,,,,,,,,,,,,Feather,,,,
J,B,2,1,92,Chert,Grey,0.14,5.18,Flake,0,,Hertz,,,5.24,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,,11.09,1.68,1.58,57.4462,0.467087466,,,,J,B,2,1,92,Chert,Grey,0.14,5.18,Flake,0,,Hertz,,,5.24,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,
J,B,2,1,93,Chert,Brown,0.06,5.75,Flake,0,,Hertz,,,,Partcoll,,Yes,4,,,Partcoll,,Yes,4,,,,,,,,,1,,,,,Feather,,,,,7.86,1.83,,45.195,0.731552163,,,,J,B,2,1,93,Chert,Brown,0.06,5.75,Flake,0,,Hertz,,,,Partcoll,,Yes,4,,,Partcoll,,Yes,4,,,,,,,,,1,,,,,Feather,,,,
J,B,2,1,94,Chert,Grey,0.03,5.36,Flake,0,,Bending,,,3.69,Single,,Yes,1,1,,Single,,Yes,1,1,,,,,,,,,,,,,Feather,,,,,6.54,0.78,0.6,35.0544,0.819571865,,,,J,B,2,1,94,Chert,Grey,0.03,5.36,Flake,0,,Bending,,,3.69,Single,,Yes,1,1,,Single,,Yes,1,1,,,,,,,,,,,,,Feather,,,,
J,B,2,1,95,Chert,Grey,0.22,6.24,Flake-b,0,,Hertz,Lmarg,,4.82,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Hinge,,,,,9.09,2.42,2.03,56.7216,0.686468647,,,,J,B,2,1,95,Chert,Grey,0.22,6.24,Flake-b,0,,Hertz,Lmarg,,4.82,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Hinge,,,,
J,B,2,1,96,Chert,Brown,0.02,5.65,FFrag,0,,,Both,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,,5.43,0.8,,30.6795,1.040515654,,,,J,B,2,1,96,Chert,Brown,0.02,5.65,FFrag,0,,,Both,,,,,,2,,,,,,2,,,,,,,,Dist,,,,,,Feather,,,,
J,B,2,1,97,Chert,Grey,0.12,6.97,Flake,0,,Hertz,,,3.75,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,6.46,2.06,1.87,45.0262,1.078947368,,,,J,B,2,1,97,Chert,Grey,0.12,6.97,Flake,0,,Hertz,,,3.75,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,
J,B,2,1,98,Chert,Pink,0.11,8.63,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85,2.25,,50.4855,1.475213675,,,,J,B,2,1,98,Chert,Pink,0.11,8.63,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,2,1,99,Chert,Brown,1.1,11.91,Workhshatt,0,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,14.69,5.39,,174.9579,0.810755616,,,,J,B,2,1,99,Chert,Brown,1.1,11.91,Workhshatt,0,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
J,B,2,1,100,Chert,Brown,0.14,10.22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51,2.17,,56.3122,1.854809437,,,,J,B,2,1,100,Chert,Brown,0.14,10.22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,2,1,101,Chert,Red,0.06,6.49,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,1.47,,19.8594,2.120915033,,,,J,B,2,1,101,Chert,Red,0.06,6.49,Hshat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,2,1,102,Chert,Grey,0.21,11.97,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,3.79,,53.865,2.66,,,,J,B,2,1,102,Chert,Grey,0.21,11.97,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,2,1,103,Chert,Grey,0.21,8.79,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,3.76,,39.2913,1.966442953,,,,J,B,2,1,103,Chert,Grey,0.21,8.79,Shatt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,2,1,104,Chert,Grey,0.19,11.92,FP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.43,2.27,,76.6456,1.853810264,,,,J,B,2,1,104,Chert,Grey,0.19,11.92,FP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,B,3,1,105,Chert,Grey,5.17,35.13,RetF,0,,Hertz,,3,6.22,2-scars,,Yes,6,2,Yes,2-scars,,Yes,6,2,Yes,D-V,Percus,Llat,18.59,4.49,,,,,,5,Feather,,,,,21.33,6.49,3.59,749.3229,1.64697609,,,,J,B,3,1,105,Chert,Grey,5.17,35.13,RetF,0,,Hertz,,3,6.22,2-scars,,Yes,6,2,Yes,2-scars,,Yes,6,2,Yes,D-V,Percus,Llat,18.59,4.49,,,,,,5,Feather,,,,
J,B,3,1,106,Chert,Grey,6.88,30.5,Flake,0,,Hertz,,,,Focal,,Yes,9,1,,Focal,,Yes,9,1,,,,,,,,,,,,,Feather,,,,,25.57,5.52,,779.885,1.192804067,,,,J,B,3,1,106,Chert,Grey,6.88,30.5,Flake,0,,Hertz,,,,Focal,,Yes,9,1,,Focal,,Yes,9,1,,,,,,,,,,,,,Feather,,,,
J,B,3,1,107,Chert,Grey,2.35,21.25,Flake,0,,Hertz,,,14.07,2-scars,,Yes,7,2,,2-scars,,Yes,7,2,,,,,,,,,,,,,Feather,,,,,16.38,5.53,6.66,348.075,1.297313797,,,,J,B,3,1,107,Chert,Grey,2.35,21.25,Flake,0,,Hertz,,,14.07,2-scars,,Yes,7,2,,2-scars,,Yes,7,2,,,,,,,,,,,,,Feather,,,,
J,B,3,1,108,Chert,Brown,0.18,13.15,Flake,0,,Hertz,,,4.23,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,,,,Feather,,,,,4.87,2.25,1.33,64.0405,2.700205339,,,,J,B,3,1,108,Chert,Brown,0.18,13.15,Flake,0,,Hertz,,,4.23,Single,,Yes,6,1,,Single,,Yes,6,1,,,,,,,,,,,,,Feather,,,,
J,B,3,1,109,Chert,Grey,1.18,21.21,Flake,0,,Hertz,,,8.4,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,,,,,Feather,,,,,13.42,3.87,2.55,284.6382,1.5804769,,,,J,B,3,1,109,Chert,Grey,1.18,21.21,Flake,0,,Hertz,,,8.4,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,,,,,Feather,,,,
J,B,3,1,110,Chert,Lt Brown,0.5,15.16,Flake-b,0,,,Lmarg,,,,,No,4,,,,,No,4,,,,,,,,Dist,,,,,,Feather,,,,,8.04,2.26,,121.8864,1.885572139,,,,J,B,3,1,110,Chert,Lt Brown,0.5,15.16,Flake-b,0,,,Lmarg,,,,,No,4,,,,,No,4,,,,,,,,Dist,,,,,,Feather,,,,
J,B,3,1,111,Chert,Lt Brown,0.39,8.18,Flake,0,,Hertz,,,6.08,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Step,,,,,14.23,2.1,2.37,116.4014,0.574841883,,,,J,B,3,1,111,Chert,Lt Brown,0.39,8.18,Flake,0,,Hertz,,,6.08,Single,,No,3,1,,Single,,No,3,1,,,,,,,,,,,,,Step,,,,
J,B,3,1,112,Chert,Lt Brown,0.04,5.98,Flake,0,,Hertz,,,,Focal,,No,1,,,Focal,,No,1,,,,,,,,,,,,,,Feather,,,,,7.85,0.89,,46.943,0.761783439,,,,J,B,3,1,112,Chert,Lt Brown,0.04,5.98,Flake,0,,Hertz,,,,Focal,,No,1,,,Focal,,No,1,,,,,,,,,,,,,,Feather,,,,
J,B,3,1,113,Chert,Grey,0.03,5.18,Flake,0,,Bending,,,5.84,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,6.54,0.66,1.21,33.8772,0.79204893,,,,J,B,3,1,113,Chert,Grey,0.03,5.18,Flake,0,,Bending,,,5.84,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,
J,B,3,1,114,Chert,Dk Brown,0.24,10.44,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,1,,,,,Hinge,,,,,9.88,2.86,,103.1472,1.056680162,,,,J,B,3,1,114,Chert,Dk Brown,0.24,10.44,Flake-b,0,,,Trans,,,,,,3,,,,,,3,,,,,,,,Dist,1,,,,,Hinge,,,,
J,B,3,1,115,Chert,Cream,0.3,10.73,RetF-b,0,,Hertz,Long,1,4.64,Single,,Yes,3,1,Yes,Single,,Yes,3,1,Yes,V-D,Percus,Llat,,,Llat,,,,,1,Feather,,,,,5.43,3.37,2.86,58.2639,1.976058932,,,,J,B,3,1,115,Chert,Cream,0.3,10.73,RetF-b,0,,Hertz,Long,1,4.64,Single,,Yes,3,1,Yes,Single,,Yes,3,1,Yes,V-D,Percus,Llat,,,Llat,,,,,1,Feather,,,,
J,B,3,1,116,Chert,Cream,0.33,13.61,Flake-b,0,,Hertz,Long,,5.97,Single,,Yes,1,1,,Single,,Yes,1,1,,,,,,,Llat,,,,,,Feather,,,,,8.06,2.07,1.85,109.6966,1.688585608,,,,J,B,3,1,116,Chert,Cream,0.33,13.61,Flake-b,0,,Hertz,Long,,5.97,Single,,Yes,1,1,,Single,,Yes,1,1,,,,,,,Llat,,,,,,Feather,,,,
J,B,3,1,117,Chert,Brown,0.23,8.08,Flake,0,,Bending,,,6.03,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,,9.72,2.82,2.67,78.5376,0.83127572,,,,J,B,3,1,117,Chert,Brown,0.23,8.08,Flake,0,,Bending,,,6.03,Single,,No,4,1,,Single,,No,4,1,,,,,,,,,,,,,Feather,,,,
J,B,3,1,118,Chert,Grey,0.49,11.14,Flake,0,,Hertz,,,7.67,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,1,,,,Feather,,,,,9.8,3.37,2.52,109.172,1.136734694,,,,J,B,3,1,118,Chert,Grey,0.49,11.14,Flake,0,,Hertz,,,7.67,Single,,Yes,5,1,,Single,,Yes,5,1,,,,,,,,,1,,,,Feather,,,,
J,B,3,1,119,Chert,Cream,0.28,9.84,Flake-b,0,,Hertz,Lmarg,,10.6,2-scars,,No,2,2,,2-scars,,No,2,2,,,,,,,Rlat,,,,,,Feather,,,,,10.49,2.07,2.24,103.2216,0.938036225,,,,J,B,3,1,119,Chert,Cream,0.28,9.84,Flake-b,0,,Hertz,Lmarg,,10.6,2-scars,,No,2,2,,2-scars,,No,2,2,,,,,,,Rlat,,,,,,Feather,,,,
J,B,3,1,120,Chert,Grey,2.07,15.26,Flake,100,Angul,Hertz,,,8.02,Partcoll,,No,0,1,,Partcoll,,No,0,1,,,,,,,,,,,,,Feather,,,,,21.12,7.17,3.16,322.2912,0.722537879,,,,J,B,3,1,120,Chert,Grey,2.07,15.26,Flake,100,Angul,Hertz,,,8.02,Partcoll,,No,0,1,,Partcoll,,No,0,1,,,,,,,,,,,,,Feather,,,,
J,B,3,1,121,Chert,Yellow,2.51,27.73,Flake,0,,Hertz,,,9.42,2-scars,,No,5,2,,2-scars,,No,5,2,,,,,,,,,,,,,Feather,,,,,13.37,7.04,2.75,370.7501,2.074046372,,,,J,B,3,1,121,Chert,Yellow,2.51,27.73,Flake,0,,Hertz,,,9.42,2-scars,,No,5,2,,2-scars,,No,5,2,,,,,,,,,,,,,Feather,,,,
J,B,3,1,122,Chert,Red,0.12,6.11,Flake,0,,Hertz,,,4.8,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,,6.34,1.67,3.71,38.7374,0.963722397,,,,J,B,3,1,122,Chert,Red,0.12,6.11,Flake,0,,Hertz,,,4.8,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,,,,,,,Feather,,,,
J,B,3,1,123,Chert,Red,1.7,14.82,Flake-b,0,,Hertz,Rmarg,,10.34,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,Llat,,,,,,none,,,,,21.91,5.45,1.88,324.7062,0.676403469,,,,J,B,3,1,123,Chert,Red,1.7,14.82,Flake-b,0,,Hertz,Rmarg,,10.34,Single,,Yes,4,1,,Single,,Yes,4,1,,,,,,,Llat,,,,,,none,,,,
J,B,3,1,124,Chert,Dk Brown,0.27,9.67,Flake,0,,Hertz,,,8.34,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,,,,,,Feather,,,,,10.89,2.47,3.2,105.3063,0.887970615,,,,J,B,3,1,124,Chert,Dk Brown,0.27,9.67,Flake,0,,Hertz,,,8.34,Single,,Yes,2,1,,Single,,Yes,2,1,,,,,,,,,,,,,Feather,,,,
J,B,3,1,125,Chert,Grey,0.1,6.74,Flake,0,,Hertz,,,3.3,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,,8.06,1.82,1.57,54.3244,0.836228288,,,,J,B,3,1,125,Chert,Grey,0.1,6.74,Flake,0,,Hertz,,,3.3,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Feather,,,,
J,B,3,1,126,Chert,Grey,0.96,15.75,Flake,0,,Hertz,,,,Focal,,Yes,7,,,Focal,,Yes,7,,,,,,,,,,,,,,Hinge,,,,,12.81,4.69,,201.7575,1.229508197,,,,J,B,3,1,126,Chert,Grey,0.96,15.75,Flake,0,,Hertz,,,,Focal,,Yes,7,,,Focal,,Yes,7,,,,,,,,,,,,,,Hinge,,,,
J,B,3,1,127,Chert,Pink,0.72,10.46,Flake,0,,Hertz,,,6.66,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Step,,,,,12.71,3.37,2.15,132.9466,0.822974036,,,,J,B,3,1,127,Chert,Pink,0.72,10.46,Flake,0,,Hertz,,,6.66,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,,,,,Step,,,,
J,B,3,1,128,Chert,Grey,0.02,4.08,Flake,0,,Hertz,,,4.03,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,,4.99,1.52,1.75,20.3592,0.817635271,,,,J,B,3,1,128,Chert,Grey,0.02,4.08,Flake,0,,Hertz,,,4.03,Single,,No,2,1,,Single,,No,2,1,,,,,,,,,,,,,Feather,,,,
J,B,3,1,129,Chert,Cream,9.32,28.69,RetF,0,,Hertz,,3,41.18,Single,,Yes,8,1,Yes,Single,,Yes,8,1,Yes,Both,Percus,Bothlats,,,,,,,,4,Retouched,,,,,27.95,8.9,8.48,801.8855,1.02647585,,,,J,B,3,1,129,Chert,Cream,9.32,28.69,RetF,0,,Hertz,,3,41.18,Single,,Yes,8,1,Yes,Single,,Yes,8,1,Yes,Both,Percus,Bothlats,,,,,,,,4,Retouched,,,,
J,B,3,1,130,Volcanic,Grey,17.8,38.43,Flake,0,,Hertz,,,34.45,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,1,,,,Feather,,,,,34.38,12.54,13.68,1321.2234,1.117801047,,,,J,B,3,1,130,Volcanic,Grey,17.8,38.43,Flake,0,,Hertz,,,34.45,Single,,Yes,3,1,,Single,,Yes,3,1,,,,,,,,,1,,,,Feather,,,,
J,B,3,1,131,Volcanic,Grey,32.13,57.35,Flake,40,Round,,,,,Focal,,,4,,,Focal,,,4,,,,,,,,,,,,,,Feather,,,,,28.27,19.79,,1621.2845,2.028652282,,,,J,B,3,1,131,Volcanic,Grey,32.13,57.35,Flake,40,Round,,,,,Focal,,,4,,,Focal,,,4,,,,,,,,,,,,,,Feather,,,,
